70BCSVG	
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
"[MEAS SETTING]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE SETTING]"
"ACTIVE","B"
"TRACE A","FIX      ",1
"TRACE B","WRITE    ",1
"TRACE C","FIX      ",1
"TRACE D","FIX      ",1
"TRACE E","FIX      ",1
"TRACE F","FIX      ",1
"TRACE G","FIX      ",0

"[TRACE A]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE B]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE C]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE D]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE E]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE F]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1550.000000
"SPAN", 300.000000
"START WL",1400.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      15001
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE G]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 100.000000
"START WL",1480.000000
"STOP WL",1580.000000
"WLFREQ", 0
"REFL",-53.5
"LSCL", 3.0
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9679
"FREQPARM", 9679







"[TRACE DATA]"
"Tr A(WL)","Tr A(LEVEL)[LOG]","Tr B(WL)","Tr B(LEVEL)[LOG]","Tr C(WL)","Tr C(LEVEL)[LOG]","Tr D(WL)","Tr D(LEVEL)[LOG]","Tr E(WL)","Tr E(LEVEL)[LOG]","Tr F(WL)","Tr F(LEVEL)[LOG]","Tr G(WL)","Tr G(LEVEL)[LOG]"
1400.0000, -69.979, 1400.0000, -68.503, 1400.0000, -68.798, 1400.0000, -63.650, 1400.0000, -64.381, 1400.0000, -63.528,  , 
1400.0200, -69.912, 1400.0200, -68.773, 1400.0200, -69.012, 1400.0200, -63.792, 1400.0200, -64.473, 1400.0200, -63.637,  , 
1400.0400, -69.569, 1400.0400, -68.649, 1400.0400, -69.303, 1400.0400, -63.845, 1400.0400, -64.546, 1400.0400, -63.786,  , 
1400.0600, -69.004, 1400.0600, -68.586, 1400.0600, -69.015, 1400.0600, -63.740, 1400.0600, -64.425, 1400.0600, -63.749,  , 
1400.0800, -68.573, 1400.0800, -68.246, 1400.0800, -69.047, 1400.0800, -63.541, 1400.0800, -64.386, 1400.0800, -63.656,  , 
1400.1000, -68.010, 1400.1000, -67.986, 1400.1000, -68.490, 1400.1000, -63.376, 1400.1000, -64.147, 1400.1000, -63.527,  , 
1400.1200, -67.633, 1400.1200, -67.754, 1400.1200, -68.259, 1400.1200, -63.200, 1400.1200, -64.171, 1400.1200, -63.405,  , 
1400.1400, -67.336, 1400.1400, -67.441, 1400.1400, -68.246, 1400.1400, -63.048, 1400.1400, -64.078, 1400.1400, -63.289,  , 
1400.1600, -67.282, 1400.1600, -67.672, 1400.1600, -68.157, 1400.1600, -62.941, 1400.1600, -64.070, 1400.1600, -63.140,  , 
1400.1800, -66.945, 1400.1800, -67.466, 1400.1800, -68.141, 1400.1800, -62.901, 1400.1800, -63.888, 1400.1800, -63.177,  , 
1400.2000, -66.779, 1400.2000, -67.448, 1400.2000, -68.076, 1400.2000, -62.854, 1400.2000, -63.922, 1400.2000, -63.309,  , 
1400.2200, -66.490, 1400.2200, -67.473, 1400.2200, -68.097, 1400.2200, -62.906, 1400.2200, -63.919, 1400.2200, -63.385,  , 
1400.2400, -66.374, 1400.2400, -67.480, 1400.2400, -68.116, 1400.2400, -62.889, 1400.2400, -64.061, 1400.2400, -63.222,  , 
