70BCSVG	
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
"[MEAS SETTING]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 250.000000
"START WL",1405.000000
"STOP WL",1655.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      12501
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE SETTING]"
"ACTIVE","C"
"TRACE A","FIX      ",1
"TRACE B","FIX      ",1
"TRACE C","WRITE    ",1
"TRACE D","FIX      ",0
"TRACE E","FIX      ",0
"TRACE F","FIX      ",0
"TRACE G","FIX      ",0

"[TRACE A]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 250.000000
"START WL",1405.000000
"STOP WL",1655.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      12501
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",1
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE B]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 250.000000
"START WL",1405.000000
"STOP WL",1655.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      12501
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE C]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 250.000000
"START WL",1405.000000
"STOP WL",1655.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      1
"SMPL",      12501
"SMPLINTVL",0.0200
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9621
"FREQPARM", 9621







"[TRACE D]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 100.000000
"START WL",1480.000000
"STOP WL",1580.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9679
"FREQPARM", 9679







"[TRACE E]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 100.000000
"START WL",1480.000000
"STOP WL",1580.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9679
"FREQPARM", 9679







"[TRACE F]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 100.000000
"START WL",1480.000000
"STOP WL",1580.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9679
"FREQPARM", 9679







"[TRACE G]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
"CTRWL",1530.000000
"SPAN", 100.000000
"START WL",1480.000000
"STOP WL",1580.000000
"WLFREQ", 0
"REFL",-44.0
"LSCL", 3.3
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESCORMODE",2
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"MODELNAME","AQ6370D"
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9679
"FREQPARM", 9679







"[TRACE DATA]"
"Tr A(WL)","Tr A(LEVEL)[LOG]","Tr B(WL)","Tr B(LEVEL)[LOG]","Tr C(WL)","Tr C(LEVEL)[LOG]","Tr D(WL)","Tr D(LEVEL)[LOG]","Tr E(WL)","Tr E(LEVEL)[LOG]","Tr F(WL)","Tr F(LEVEL)[LOG]","Tr G(WL)","Tr G(LEVEL)[LOG]"
1405.0000, -53.082, 1405.0000, -65.368, 1405.0000, -65.635,  , ,  , ,  , ,  , 
1405.0200, -52.808, 1405.0200, -64.719, 1405.0200, -65.159,  , ,  , ,  , ,  , 
1405.0400, -52.708, 1405.0400, -64.005, 1405.0400, -64.462,  , ,  , ,  , ,  , 
1405.0600, -52.643, 1405.0600, -63.202, 1405.0600, -63.912,  , ,  , ,  , ,  , 
1405.0800, -52.570, 1405.0800, -62.712, 1405.0800, -63.350,  , ,  , ,  , ,  , 
1405.1000, -52.504, 1405.1000, -62.354, 1405.1000, -63.063,  , ,  , ,  , ,  , 
1405.1200, -52.487, 1405.1200, -62.107, 1405.1200, -63.061,  , ,  , ,  , ,  , 
1405.1400, -52.352, 1405.1400, -61.977, 1405.1400, -62.995,  , ,  , ,  , ,  , 
1405.1600, -52.326, 1405.1600, -61.944, 1405.1600, -62.822,  , ,  , ,  , ,  , 
1405.1800, -52.396, 1405.1800, -61.768, 1405.1800, -62.883,  , ,  , ,  , ,  , 
1405.2000, -52.564, 1405.2000, -61.816, 1405.2000, -62.912,  , ,  , ,  , ,  , 
1405.2200, -52.880, 1405.2200, -61.820, 1405.2200, -62.882,  , ,  , ,  , ,  , 
1405.2400, -53.125, 1405.2400, -61.646, 1405.2400, -62.853,  , ,  , ,  , ,  , 
1405.2600, -53.154, 1405.2600, -61.676, 1405.2600, -62.859,  , ,  , ,  , ,  , 
1405.2800, -53.144, 1405.2800, -61.681, 1405.2800, -62.883,  , ,  , ,  , ,  , 
1405.3000, -52.936, 1405.3000, -61.579, 1405.3000, -62.646,  , ,  , ,  , ,  , 
1405.3200, -52.657, 1405.3200, -61.502, 1405.3200, -62.678,  , ,  , ,  , ,  , 
1405.3400, -52.673, 1405.3400, -61.417, 1405.3400, -62.652,  , ,  , ,  , ,  , 
1405.3600, -52.657, 1405.3600, -61.366, 1405.3600, -62.588,  , ,  , ,  , ,  , 
1405.3800, -52.686, 1405.3800, -61.207, 1405.3800, -62.517,  , ,  , ,  , ,  , 
1405.4000, -52.611, 1405.4000, -61.191, 1405.4000, -62.503,  , ,  , ,  , ,  , 
1405.4200, -52.442, 1405.4200, -61.073, 1405.4200, -62.502,  , ,  , ,  , ,  , 
1405.4400, -52.163, 1405.4400, -60.945, 1405.4400, -62.325,  , ,  , ,  , ,  , 
1405.4600, -51.916, 1405.4600, -60.865, 1405.4600, -62.284,  , ,  , ,  , ,  , 
1405.4800, -51.805, 1405.4800, -60.825, 1405.4800, -62.189,  , ,  , ,  , ,  , 
1405.5000, -52.009, 1405.5000, -60.753, 1405.5000, -62.184,  , ,  , ,  , ,  , 
1405.5200, -52.104, 1405.5200, -60.723, 1405.5200, -62.114,  , ,  , ,  , ,  , 
1405.5400, -52.186, 1405.5400, -60.638, 1405.5400, -62.075,  , ,  , ,  , ,  , 
1405.5600, -52.166, 1405.5600, -60.640, 1405.5600, -62.131,  , ,  , ,  , ,  , 
1405.5800, -52.024, 1405.5800, -60.589, 1405.5800, -62.098,  , ,  , ,  , ,  , 
1405.6000, -51.970, 1405.6000, -60.618, 1405.6000, -62.084,  , ,  , ,  , ,  , 
1405.6200, -51.948, 1405.6200, -60.659, 1405.6200, -62.179,  , ,  , ,  , ,  , 
1405.6400, -52.052, 1405.6400, -60.723, 1405.6400, -62.100,  , ,  , ,  , ,  , 
1405.6600, -52.257, 1405.6600, -60.739, 1405.6600, -62.205,  , ,  , ,  , ,  , 
1405.6800, -52.544, 1405.6800, -60.758, 1405.6800, -62.225,  , ,  , ,  , ,  , 
1405.7000, -52.677, 1405.7000, -60.863, 1405.7000, -62.386,  , ,  , ,  , ,  , 
1405.7200, -52.636, 1405.7200, -60.968, 1405.7200, -62.290,  , ,  , ,  , ,  , 
1405.7400, -52.547, 1405.7400, -60.983, 1405.7400, -62.287,  , ,  , ,  , ,  , 
1405.7600, -52.308, 1405.7600, -60.984, 1405.7600, -62.357,  , ,  , ,  , ,  , 
1405.7800, -52.301, 1405.7800, -60.993, 1405.7800, -62.458,  , ,  , ,  , ,  , 
1405.8000, -52.304, 1405.8000, -60.929, 1405.8000, -62.431,  , ,  , ,  , ,  , 
1405.8200, -52.414, 1405.8200, -60.911, 1405.8200, -62.419,  , ,  , ,  , ,  , 
1405.8400, -52.574, 1405.8400, -61.086, 1405.8400, -62.385,  , ,  , ,  , ,  , 
1405.8600, -52.720, 1405.8600, -61.081, 1405.8600, -62.499,  , ,  , ,  , ,  , 
1405.8800, -52.828, 1405.8800, -61.131, 1405.8800, -62.514,  , ,  , ,  , ,  , 
1405.9000, -52.772, 1405.9000, -61.163, 1405.9000, -62.450,  , ,  , ,  , ,  , 
1405.9200, -52.721, 1405.9200, -61.100, 1405.9200, -62.516,  , ,  , ,  , ,  , 
1405.9400, -52.496, 1405.9400, -61.196, 1405.9400, -62.509,  , ,  , ,  , ,  , 
1405.9600, -52.156, 1405.9600, -61.309, 1405.9600, -62.468,  , ,  , ,  , ,  , 
1405.9800, -51.927, 1405.9800, -61.301, 1405.9800, -62.370,  , ,  , ,  , ,  , 
1406.0000, -51.755, 1406.0000, -61.281, 1406.0000, -62.458,  , ,  , ,  , ,  , 
1406.0200, -51.767, 1406.0200, -61.281, 1406.0200, -62.459,  , ,  , ,  , ,  , 
1406.0400, -51.940, 1406.0400, -61.331, 1406.0400, -62.405,  , ,  , ,  , ,  , 
1406.0600, -52.125, 1406.0600, -61.376, 1406.0600, -62.370,  , ,  , ,  , ,  , 
1406.0800, -52.358, 1406.0800, -61.546, 1406.0800, -62.342,  , ,  , ,  , ,  , 
1406.1000, -52.324, 1406.1000, -61.661, 1406.1000, -62.357,  , ,  , ,  , ,  , 
1406.1200, -52.114, 1406.1200, -61.857, 1406.1200, -62.346,  , ,  , ,  , ,  , 
1406.1400, -51.842, 1406.1400, -61.718, 1406.1400, -62.293,  , ,  , ,  , ,  , 
1406.1600, -51.643, 1406.1600, -61.609, 1406.1600, -62.268,  , ,  , ,  , ,  , 
1406.1800, -51.527, 1406.1800, -61.537, 1406.1800, -62.270,  , ,  , ,  , ,  , 
1406.2000, -51.630, 1406.2000, -61.345, 1406.2000, -62.128,  , ,  , ,  , ,  , 
1406.2200, -51.828, 1406.2200, -61.287, 1406.2200, -62.045,  , ,  , ,  , ,  , 
1406.2400, -52.028, 1406.2400, -61.301, 1406.2400, -62.056,  , ,  , ,  , ,  , 
1406.2600, -52.133, 1406.2600, -61.391, 1406.2600, -62.012,  , ,  , ,  , ,  , 
1406.2800, -52.149, 1406.2800, -61.560, 1406.2800, -61.923,  , ,  , ,  , ,  , 
1406.3000, -51.886, 1406.3000, -61.713, 1406.3000, -61.893,  , ,  , ,  , ,  , 
1406.3200, -51.783, 1406.3200, -61.845, 1406.3200, -61.932,  , ,  , ,  , ,  , 
1406.3400, -51.735, 1406.3400, -61.985, 1406.3400, -61.885,  , ,  , ,  , ,  , 
1406.3600, -51.877, 1406.3600, -62.137, 1406.3600, -61.795,  , ,  , ,  , ,  , 
1406.3800, -52.184, 1406.3800, -62.209, 1406.3800, -61.910,  , ,  , ,  , ,  , 
1406.4000, -52.475, 1406.4000, -62.373, 1406.4000, -61.899,  , ,  , ,  , ,  , 
1406.4200, -52.733, 1406.4200, -62.559, 1406.4200, -61.921,  , ,  , ,  , ,  , 
1406.4400, -52.784, 1406.4400, -62.836, 1406.4400, -61.908,  , ,  , ,  , ,  , 
1406.4600, -52.682, 1406.4600, -63.020, 1406.4600, -61.980,  , ,  , ,  , ,  , 
1406.4800, -52.403, 1406.4800, -63.301, 1406.4800, -62.043,  , ,  , ,  , ,  , 
1406.5000, -52.299, 1406.5000, -63.640, 1406.5000, -62.054,  , ,  , ,  , ,  , 
1406.5200, -52.084, 1406.5200, -63.760, 1406.5200, -62.180,  , ,  , ,  , ,  , 
1406.5400, -52.095, 1406.5400, -63.813, 1406.5400, -62.116,  , ,  , ,  , ,  , 
1406.5600, -52.128, 1406.5600, -63.741, 1406.5600, -62.082,  , ,  , ,  , ,  , 
1406.5800, -52.209, 1406.5800, -63.655, 1406.5800, -62.105,  , ,  , ,  , ,  , 
1406.6000, -52.283, 1406.6000, -63.645, 1406.6000, -62.162,  , ,  , ,  , ,  , 
1406.6200, -52.339, 1406.6200, -63.562, 1406.6200, -62.325,  , ,  , ,  , ,  , 
1406.6400, -52.222, 1406.6400, -63.449, 1406.6400, -62.399,  , ,  , ,  , ,  , 
1406.6600, -52.217, 1406.6600, -63.568, 1406.6600, -62.427,  , ,  , ,  , ,  , 
1406.6800, -52.151, 1406.6800, -63.619, 1406.6800, -62.650,  , ,  , ,  , ,  , 
1406.7000, -52.145, 1406.7000, -63.772, 1406.7000, -62.666,  , ,  , ,  , ,  , 
1406.7200, -52.169, 1406.7200, -63.832, 1406.7200, -62.710,  , ,  , ,  , ,  , 
1406.7400, -52.245, 1406.7400, -63.841, 1406.7400, -62.623,  , ,  , ,  , ,  , 
1406.7600, -52.340, 1406.7600, -63.893, 1406.7600, -62.474,  , ,  , ,  , ,  , 
1406.7800, -52.531, 1406.7800, -63.705, 1406.7800, -62.391,  , ,  , ,  , ,  , 
1406.8000, -52.721, 1406.8000, -63.706, 1406.8000, -62.251,  , ,  , ,  , ,  , 
1406.8200, -52.770, 1406.8200, -63.743, 1406.8200, -62.299,  , ,  , ,  , ,  , 
1406.8400, -52.645, 1406.8400, -63.765, 1406.8400, -62.405,  , ,  , ,  , ,  , 
1406.8600, -52.569, 1406.8600, -63.964, 1406.8600, -62.403,  , ,  , ,  , ,  , 
1406.8800, -52.385, 1406.8800, -64.027, 1406.8800, -62.408,  , ,  , ,  , ,  , 
1406.9000, -52.272, 1406.9000, -63.966, 1406.9000, -62.326,  , ,  , ,  , ,  , 
1406.9200, -52.286, 1406.9200, -64.099, 1406.9200, -62.294,  , ,  , ,  , ,  , 
1406.9400, -52.315, 1406.9400, -63.957, 1406.9400, -62.323,  , ,  , ,  , ,  , 
1406.9600, -52.388, 1406.9600, -63.883, 1406.9600, -62.224,  , ,  , ,  , ,  , 
1406.9800, -52.452, 1406.9800, -63.810, 1406.9800, -62.198,  , ,  , ,  , ,  , 
1407.0000, -52.448, 1407.0000, -63.805, 1407.0000, -62.234,  , ,  , ,  , ,  , 
1407.0200, -52.489, 1407.0200, -63.491, 1407.0200, -62.264,  , ,  , ,  , ,  , 
1407.0400, -52.504, 1407.0400, -63.274, 1407.0400, -62.280,  , ,  , ,  , ,  , 
1407.0600, -52.600, 1407.0600, -62.800, 1407.0600, -62.209,  , ,  , ,  , ,  , 
1407.0800, -52.541, 1407.0800, -62.459, 1407.0800, -62.092,  , ,  , ,  , ,  , 
1407.1000, -52.357, 1407.1000, -62.109, 1407.1000, -61.950,  , ,  , ,  , ,  , 
1407.1200, -52.044, 1407.1200, -61.687, 1407.1200, -61.909,  , ,  , ,  , ,  , 
1407.1400, -51.808, 1407.1400, -61.542, 1407.1400, -61.726,  , ,  , ,  , ,  , 
1407.1600, -51.720, 1407.1600, -61.328, 1407.1600, -61.627,  , ,  , ,  , ,  , 
1407.1800, -51.759, 1407.1800, -61.258, 1407.1800, -61.553,  , ,  , ,  , ,  , 
1407.2000, -51.982, 1407.2000, -61.217, 1407.2000, -61.789,  , ,  , ,  , ,  , 
1407.2200, -52.331, 1407.2200, -61.284, 1407.2200, -62.009,  , ,  , ,  , ,  , 
1407.2400, -52.854, 1407.2400, -61.640, 1407.2400, -62.330,  , ,  , ,  , ,  , 
1407.2600, -53.126, 1407.2600, -61.937, 1407.2600, -62.685,  , ,  , ,  , ,  , 
1407.2800, -52.904, 1407.2800, -62.046, 1407.2800, -62.961,  , ,  , ,  , ,  , 
1407.3000, -52.447, 1407.3000, -61.944, 1407.3000, -62.861,  , ,  , ,  , ,  , 
1407.3200, -52.030, 1407.3200, -61.752, 1407.3200, -62.640,  , ,  , ,  , ,  , 
1407.3400, -51.661, 1407.3400, -61.279, 1407.3400, -62.311,  , ,  , ,  , ,  , 
1407.3600, -51.598, 1407.3600, -61.067, 1407.3600, -62.053,  , ,  , ,  , ,  , 
1407.3800, -51.702, 1407.3800, -61.008, 1407.3800, -62.011,  , ,  , ,  , ,  , 
1407.4000, -51.963, 1407.4000, -60.961, 1407.4000, -61.922,  , ,  , ,  , ,  , 
